P_DAY,RANK_ORDER,TRACK,ARTIST,ISRC,CHART_TYPE,COUNTRY,METRIC_TYPE
2021-12-30,26,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2021-12-30,118,Good Days,SZA,,Top 200,US,most_streamed
2021-12-30,181,Pope Is a Rockstar,SALES,,Top 200,US,most_streamed
2021-12-30,56,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2023-08-17,74,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-08-17,49,S91,KAROL G,USUG12305255,Top 200,US,most_streamed
2023-08-17,23,MI EX TENÍA RAZÓN,KAROL G,USUG12305253,Top 200,US,most_streamed
2023-08-17,175,OKI DOKI,KAROL G,USUG12305254,Top 200,US,most_streamed
2023-08-17,149,AMARGURA,KAROL G,USUM72222552,Top 200,US,most_streamed
2023-08-17,125,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-08-17,118,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-08-17,51,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-08-17,19,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-08-17,174,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-08-17,125,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-08-15,136,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-08-15,181,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-08-15,44,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-08-15,67,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-08-15,170,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-08-15,138,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-08-15,143,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-08-15,85,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-08-15,188,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-08-15,45,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2024-08-15,181,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2025-09-25,70,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-09-25,68,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-09-25,160,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-09-25,70,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-09-25,68,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-09-25,170,Touch,KATSEYE,USUM72407248,Top 200,US,most_streamed
2025-09-25,38,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-09-25,99,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-09-25,117,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2022-02-10,33,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-02-10,38,Doja,$NOT,QMCE32200104,Top 200,US,most_streamed
2024-09-12,154,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-09-12,145,CRAZY,LE SSERAFIM,USA2P2449061,Top 200,US,most_streamed
2024-09-12,164,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-09-12,135,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-09-12,176,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-09-12,82,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-09-12,78,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-09-12,48,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-09-12,173,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-09-12,106,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2025-10-23,51,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-10-23,183,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-05-18,31,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-05-18,172,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-05-18,96,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-05-18,5,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-05-18,43,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-05-18,196,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-05-18,162,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-05-18,168,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-05-18,7,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2021-10-07,87,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,,Top 200,US,most_streamed
2021-10-07,110,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2024-05-23,59,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-05-23,104,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-05-23,187,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-05-23,127,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-05-23,29,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-05-23,168,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-05-23,139,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2025-10-16,55,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-10-16,152,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-10-16,83,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-10-16,77,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-10-16,83,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-10-16,77,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2024-04-11,47,Magnetic,ILLIT,USA2P2413259,Top 200,US,most_streamed
2024-04-11,12,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-04-11,172,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-04-11,152,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-04-11,57,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-04-11,161,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-04-11,180,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-01-05,35,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-01-05,87,SOS,SZA,USRC12204583,Top 200,US,most_streamed
2023-01-05,115,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2023-01-05,109,Gone Girl,SZA,USRC12204593,Top 200,US,most_streamed
2023-01-05,76,Special,SZA,USRC12204597,Top 200,US,most_streamed
2023-01-05,43,Love Language,SZA,USRC12204588,Top 200,US,most_streamed
2023-01-05,14,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-01-05,1,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-01-05,44,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-01-05,51,Seek & Destroy,SZA,USRC12204585,Top 200,US,most_streamed
2023-01-05,122,F2F,SZA,USRC12204596,Top 200,US,most_streamed
2023-01-05,13,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-01-05,136,Notice Me,SZA,USRC12204592,Top 200,US,most_streamed
2023-01-05,16,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-01-05,178,Conceited,SZA,USRC12204587,Top 200,US,most_streamed
2023-01-05,168,Smoking on my Ex Pack,SZA,USRC12204594,Top 200,US,most_streamed
2023-01-05,20,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2022-06-30,184,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-06-30,64,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-06-30,126,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-06-30,64,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-06-30,31,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-02-17,161,Ni**as In Paris,JAY-Z,USUM71111621,Top 200,US,most_streamed
2022-02-17,32,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-02-17,109,Good Days,SZA,,Top 200,US,most_streamed
2022-02-17,88,Doja,$NOT,QMCE32200104,Top 200,US,most_streamed
2022-02-17,184,Scared Money (feat. J. Cole and Moneybagg Yo),YG,,Top 200,US,most_streamed
2024-12-19,145,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-12-19,84,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-12-19,88,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-12-19,131,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-12-19,178,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-12-19,182,Dreamin,PARTYNEXTDOOR,USLD91766795,Top 200,US,most_streamed
2024-12-19,179,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-12-19,106,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2024-03-21,8,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-03-21,98,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-03-21,96,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-03-21,139,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-03-21,27,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-03-21,200,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-03-21,148,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2022-05-19,164,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-05-19,117,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-05-19,60,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-05-19,37,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-05-19,60,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2021-10-07,87,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,,Top 200,US,most_streamed
2021-10-07,110,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2021-10-07,92,MONEY,LISA,KRA402100099,Top 200,US,most_streamed
2023-06-01,11,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-06-01,42,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-06-01,176,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-06-01,56,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-06-01,142,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-06-01,7,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-06-01,198,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-05-02,135,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-05-02,152,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-05-02,141,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-05-02,22,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-05-02,79,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-05-02,182,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-05-02,109,Magnetic,ILLIT,USA2P2413259,Top 200,US,most_streamed
2024-09-05,143,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-09-05,83,CRAZY,LE SSERAFIM,USA2P2449061,Top 200,US,most_streamed
2024-09-05,160,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-09-05,69,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-09-05,151,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-09-05,100,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-09-05,141,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-09-05,48,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-09-05,185,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-09-05,76,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2024-06-06,178,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-06-06,53,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-06-06,37,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-06-06,176,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-06-06,90,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-06-06,124,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-06-06,140,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-12-22,33,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-12-22,157,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-12-22,37,Love Language,SZA,USRC12204588,Top 200,US,most_streamed
2022-12-22,93,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-12-22,36,Seek & Destroy,SZA,USRC12204585,Top 200,US,most_streamed
2022-12-22,42,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2022-12-22,55,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-12-22,99,Conceited,SZA,USRC12204587,Top 200,US,most_streamed
2022-12-22,120,Too Late,SZA,USRC12204600,Top 200,US,most_streamed
2022-12-22,115,Far,SZA,USRC12204601,Top 200,US,most_streamed
2022-12-22,78,Gone Girl,SZA,USRC12204593,Top 200,US,most_streamed
2022-12-22,1,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2022-12-22,23,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2022-12-22,15,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2022-12-22,57,SOS,SZA,USRC12204583,Top 200,US,most_streamed
2022-12-22,17,Low,SZA,USRC12204586,Top 200,US,most_streamed
2022-12-22,82,Notice Me,SZA,USRC12204592,Top 200,US,most_streamed
2022-12-22,22,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2022-12-22,95,Smoking on my Ex Pack,SZA,USRC12204594,Top 200,US,most_streamed
2022-12-22,53,Special,SZA,USRC12204597,Top 200,US,most_streamed
2022-12-22,79,F2F,SZA,USRC12204596,Top 200,US,most_streamed
2025-10-09,168,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-10-09,62,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-10-09,75,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-10-09,79,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-10-09,75,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-10-09,79,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2023-03-30,24,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-03-30,147,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-03-30,90,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-03-30,126,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-03-30,22,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-03-30,3,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-03-30,46,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-03-30,136,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-03-30,141,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-02-23,40,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-02-23,2,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-02-23,24,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-02-23,94,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2023-02-23,83,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-02-23,58,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-02-23,18,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-02-23,108,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-02-23,180,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-02-23,12,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-02-23,20,HOPE,NF,USUM72300445,Top 200,US,most_streamed
2023-02-16,20,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-02-16,40,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-02-16,92,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2023-02-16,57,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-02-16,86,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-02-16,18,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-02-16,1,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-02-16,117,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-02-16,163,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-02-16,13,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-08-24,131,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-08-24,119,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-08-24,37,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-08-24,196,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-08-24,16,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-08-24,142,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-08-24,73,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-08-24,87,S91,KAROL G,USUG12305255,Top 200,US,most_streamed
2023-08-24,34,MI EX TENÍA RAZÓN,KAROL G,USUG12305253,Top 200,US,most_streamed
2023-08-24,148,AMARGURA,KAROL G,USUM72222552,Top 200,US,most_streamed
2023-08-24,131,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-04-25,89,Magnetic,ILLIT,USA2P2413259,Top 200,US,most_streamed
2024-04-25,198,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-04-25,38,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-04-25,142,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-04-25,165,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-04-25,74,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-04-25,143,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-04-25,196,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-04-25,198,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2022-08-25,98,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-08-25,123,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-08-25,111,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-08-25,136,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-08-25,41,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-08-25,193,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-08-25,10,Pink Venom,BLACKPINK,KRA402200017,Top 200,US,most_streamed
2022-08-25,136,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2021-10-07,82,Good Days,SZA,,Top 200,US,most_streamed
2024-09-19,172,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-09-19,74,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-09-19,171,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-09-19,166,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-09-19,158,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-09-19,87,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-09-19,46,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-09-19,148,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-09-19,133,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2023-07-13,73,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2026-01-08,142,You Stole The Show,SIENNA SPIRO,USUG12504860,Top 200,US,most_streamed
2026-01-08,75,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2026-01-08,133,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2026-02-19,197,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-02-19,166,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2026-02-19,110,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2026-02-19,160,You Stole The Show,SIENNA SPIRO,USUG12504860,Top 200,US,most_streamed
2026-02-19,30,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2023-08-03,159,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-08-03,103,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-08-03,63,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-08-03,31,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-08-03,72,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-08-03,159,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-10-05,184,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-10-05,145,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-10-05,154,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-10-05,18,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-10-05,14,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-10-05,79,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-10-05,191,MI EX TENÍA RAZÓN,KAROL G,USUG12305253,Top 200,US,most_streamed
2023-10-05,184,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-07-18,180,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2022-03-10,36,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-03-10,98,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-03-10,161,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2022-03-10,166,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2022-03-10,17,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-03-10,138,this is what falling in love feels like,JVKE,GBKPL2163189,Top 200,US,most_streamed
2022-03-10,197,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-03-10,117,Ni**as In Paris,JAY-Z,USUM71111621,Top 200,US,most_streamed
2022-03-10,41,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-03-10,101,Good Days,SZA,,Top 200,US,most_streamed
2022-03-10,172,Flower Shops (feat. Morgan Wallen),ERNEST,,Top 200,US,most_streamed
2022-03-10,197,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2025-04-03,96,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2025-04-03,171,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-04-03,152,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-04-03,102,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-04-03,142,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-04-03,81,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2021-10-07,129,Classic,MKTO,USSM11301446,Top 200,US,most_streamed
2025-01-16,59,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-01-16,76,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-01-16,185,What Do I Do,SZA,USRC12403824,Top 200,US,most_streamed
2025-01-16,52,Scorsese Baby Daddy,SZA,USRC12403827,Top 200,US,most_streamed
2025-01-16,157,Another Life,SZA,USRC12403849,Top 200,US,most_streamed
2025-01-16,55,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-01-16,21,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-01-16,90,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2025-01-16,110,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2025-01-16,176,M a k e I t T o T h e M o r n i n g,PARTYNEXTDOOR,USLD91757478,Top 200,US,most_streamed
2025-01-16,181,Dreamin,PARTYNEXTDOOR,USLD91766795,Top 200,US,most_streamed
2025-07-17,177,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-07-17,67,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-07-17,90,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-07-17,17,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2025-09-18,93,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-09-18,177,Touch,KATSEYE,USUM72407248,Top 200,US,most_streamed
2025-09-18,40,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-09-18,165,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2025-09-18,174,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
